term,fresh freq,plot freq,rotten freq,fresh rank,rotten rank,sum freq,z score
presentation,1,0,2,8423,11075,3,-0.31736184999628203
outwardly,0,0,1,4035,8455,1,-0.64875373319802
liability,0,0,2,4036,11076,2,-0.7230875171488534
observer,0,0,1,4037,8456,1,-0.5795229602113856
evaluate,0,0,1,4038,8457,1,-0.4801700868331401
hates,0,0,2,4039,11077,2,-1.0491855430069559
bluer,1,0,0,8424,4206,1,0.4348824709599689
biologically,1,0,0,8425,4207,1,0.7116542120875171
indignation,1,0,0,8426,4208,1,0.6759478303123452
susceptible,1,0,0,8427,4209,1,0.7155271908417469
marrrr,0,0,1,4040,8458,1,
bellyaching,0,0,1,4041,8459,1,
fertile,0,0,1,4042,8460,1,-0.7548305722296045
proven,1,0,1,8428,8461,2,-0.01652407857244804
tragedies,1,0,1,8429,8462,2,-0.024465601164780026
letterman,0,0,1,4043,8463,1,-0.729781888758547
onion,0,0,1,4044,8464,1,-0.6394571580694741
pryor,0,0,3,4045,11792,3,-1.1268246418566819
fewer,0,0,2,4046,11078,2,-0.9399119278665075
pitying,0,0,1,4047,8465,1,-0.48828519803130344
palaver,0,0,1,4048,8466,1,-0.4326079124140849
pandering,1,0,3,8430,11793,4,-0.9780250195896709
filthy,1,0,0,8431,4210,1,0.7313793411283488
unleashes,0,0,1,4049,8467,1,-0.5847708415507452
septic,0,0,1,4050,8468,1,-0.7516267471307483
er,1,0,1,8432,8469,2,-0.015130195116908484
overflowing,0,0,1,4051,8470,1,-0.696613117136487
volcano,0,0,1,4052,8471,1,-0.7288208727856975
misogyny,0,0,2,4053,11079,2,-0.5539057378101598
unimaginatively,0,0,1,4054,8472,1,
dulling,1,0,0,8433,4211,1,0.37997614431614135
periods,1,0,0,8434,4212,1,0.4224232026116328
wiser,1,0,0,8435,4213,1,0.7084842403109421
mopping,1,0,0,8436,4214,1,0.5497676602894643
preaches,0,0,1,4055,8473,1,-0.5975557513370019
feeding,1,0,0,8437,4215,1,0.5212765730735697
illness,1,0,0,8438,4216,1,0.5053207826033662
recovering,1,0,1,8439,8474,2,-0.02240391694516819
depict,1,0,0,8440,4217,1,0.7313360509712846
childbirth,1,0,0,8441,4218,1,0.7304135329658028
deploy,1,0,0,8442,4219,1,0.6826986308364181
breast,1,0,1,8443,8475,2,-0.011062566609354679
horrors,0,0,2,4056,11080,2,-1.0122125244568478
plumbs,1,0,0,8444,4220,1,0.3353687423941608
topical,1,0,2,8445,11081,3,-0.5253295613707736
remarks,0,0,1,4057,8476,1,-0.5484774159123867
probation,0,0,1,4058,8477,1,-0.7018873793908159
geared,0,0,1,4059,8478,1,-0.7445356064608342
spalding,0,0,1,4060,8479,1,-0.7401402285907354
mibii,1,0,0,8446,4221,1,
extravagantly,1,0,0,8447,4222,1,0.4137145231858337
taciturn,1,0,0,8448,4223,1,0.4264924107864259
recreated,2,0,0,10899,4224,2,0.816535493693612
strain,2,0,0,10900,4225,2,0.9391184938968545
cuter,1,0,0,8449,4226,1,0.5169620194635942
sillier,1,0,0,8450,4227,1,0.37611783530157533
unadulterated,1,0,0,8451,4228,1,0.5466359800867279
concession,1,0,1,8452,8480,2,-0.022944686733830513
restroom,0,0,1,4061,8481,1,-0.7279496664855702
itis,0,0,1,4062,8482,1,-0.6612363941800016
lukewarm,0,0,2,4063,11082,2,-0.7832988816844826
earmarks,0,0,1,4064,8483,1,-0.5445700575648469
trotting,0,0,1,4065,8484,1,-0.608689911540174
demand,0,0,1,4066,8485,1,-0.31224234545173885
noticeably,0,0,1,4067,8486,1,-0.7099795547437937
ejemplo,1,0,0,8453,4229,1,0.5409460486123935
cine,1,0,0,8454,4230,1,0.7305722335420991
complejos,1,0,0,8455,4231,1,0.391056374509231
entretenimiento,1,0,0,8456,4232,1,0.3819786661921937
predecesora,1,0,0,8457,4233,1,
puro,1,0,0,8458,4234,1,0.5454312659116562
buen,1,0,0,8459,4235,1,0.5542846209569279
demencial,1,0,0,8460,4236,1,
levity,1,0,1,8461,8487,2,-0.025298066385601618
dismissed,2,0,1,10901,8488,3,0.4722891982802114
rapid,1,0,0,8462,4237,1,0.4328821569619334
flakiness,0,0,1,4068,8489,1,-0.28422203696870585
outward,0,0,1,4069,8490,1,-0.7498410159684685
funniness,0,0,1,4070,8491,1,
scattered,1,0,6,8463,12567,7,-1.6520121413820825
bust,0,0,2,4071,11083,2,-1.0575236476986607
sameness,0,0,1,4072,8492,1,-0.538605232130781
camouflage,0,0,1,4073,8493,1,-0.754248468989898
repeats,0,0,1,4074,8494,1,-0.694581010175756
reel,0,0,2,4075,11084,2,-1.020434230390289
hating,0,0,1,4076,8495,1,-0.7303813500610314
owes,1,0,1,8464,8496,2,-0.02398378855295282
pug,0,0,2,4077,11085,2,-1.0252324608979935
tempting,1,0,1,8465,8497,2,-0.023949893364001485
milder,0,0,1,4078,8498,1,-0.6568245452547793
notwithstanding,2,0,1,10902,8499,3,0.47403223188767435
recycles,0,0,2,4079,11086,2,-0.6654581804905891
whiffle,0,0,1,4080,8500,1,
insignificance,0,0,1,4081,8501,1,-0.5222262632606485
naturedly,1,0,0,8466,4238,1,0.3689449245982909
cornball,1,0,0,8467,4239,1,0.2684855248311897
retain,1,0,0,8468,4240,1,0.5680941805562747
rubbery,1,0,0,8469,4241,1,0.5083213193379107
motions,0,0,3,4082,11794,3,-1.2942035839961452
zip,0,0,1,4083,8502,1,-0.2535925138464031
jingles,1,0,0,8470,4242,1,0.6011965620809233
pocket,1,0,0,8471,4243,1,0.32089236283315037
forsaken,0,0,1,4084,8503,1,-0.7088930783802299
pushed,0,0,1,4085,8504,1,-0.6370713628772094
centre,0,0,1,4086,8505,1,-0.2179211958230191
astounds,1,0,0,8472,4244,1,0.3576253107141455
dazzles,1,0,0,8473,4245,1,0.4287491537721555
awards,2,0,0,10903,4246,2,0.5445410011313664
bags,1,0,1,8474,8506,2,-0.01244485241910151
indicates,0,0,1,4087,8507,1,-0.42606882932375517
astonishingframes,1,0,0,8475,4247,1,
inquiry,1,0,0,8476,4248,1,0.46529027062144723
bladerunner,1,0,0,8477,4249,1,0.4480930728487666
subtler,1,0,1,8478,8508,2,-0.025358771677790593
dense,1,0,0,8479,4250,1,0.6467152541152965
kickass,1,0,0,8480,4251,1,0.5882536864630551
intensifying,1,0,0,8481,4252,1,0.6305227931873092
mawkishness,1,0,0,8482,4253,1,
wallpaper,1,0,0,8483,4254,1,0.42282496931593805
gawk,1,0,0,8484,4255,1,0.6344149919293489
spielbergian,1,0,0,8485,4256,1,
althoughvisually,0,0,1,4088,8509,1,
desiccated,0,0,1,4089,8510,1,-0.4444610251426908
antiseptic,0,0,1,4090,8511,1,-0.665448501806928
viewings,1,0,0,8486,4257,1,0.5700989382614702
invites,2,0,0,10904,4258,2,1.0336784833185093
accommodates,1,0,0,8487,4259,1,0.7067423301114578
quibbling,1,0,0,8488,4260,1,0.3613436133952833
quibble,1,0,0,8489,4261,1,0.6355261993186491
diminish,1,0,0,8490,4262,1,0.7306565628981591
exhilaration,1,0,0,8491,4263,1,0.5256644497480684
digested,1,0,0,8492,4264,1,0.6900223796683896
minimally,0,0,1,4091,8512,1,-0.7499248630820531
unnerve,1,0,0,8493,4265,1,0.28514926474836316
pushes,2,0,0,10905,4266,2,1.0122376409405731
liable,1,0,0,8494,4267,1,0.5111537136141632
auspicious,1,0,0,8495,4268,1,0.6275108353597233
brazil,1,0,0,8496,4269,1,0.3626216784769913
notes,1,0,1,8497,8513,2,-0.008251201994637204
sole,0,0,1,4092,8514,1,-0.5115261639363409
intelligently,1,0,0,8498,4270,1,0.7002680316013927
potato,1,0,1,8499,8515,2,-0.019651669566144826
lighten,0,0,1,4093,8516,1,-0.7178373697888912
silberling,0,0,2,4094,11087,2,-0.3383162505639033
nervous,0,0,1,4095,8517,1,-0.6046494813796328
gyllenhaal,6,0,1,12498,8518,7,1.621694447679049
rising,2,0,1,10906,8519,3,0.38417286690457947
winners,1,0,1,8500,8520,2,-0.01577050263029331
dustin,1,0,0,8501,4271,1,0.7312056422240625
holly,1,0,0,8502,4272,1,0.6073210114009606
pompeo,2,0,0,10907,4273,2,0.47954967593238124
aplomb,1,0,0,8503,4274,1,0.4884612616082756
managing,1,0,0,8504,4275,1,0.3877867762307056
ellen,2,0,0,10908,4276,2,0.9722668976439685
hoffman,1,0,0,8505,4277,1,0.6766212313319248
moonlight,10,0,2,12898,11088,12,2.0124980708833413
mornings,1,0,0,8506,4278,1,0.7305507652440767
zeitgeist,1,0,0,8507,4279,1,0.7062038339529579
attempting,1,0,0,8508,4280,1,0.6122937679521121
covered,0,0,1,4096,8521,1,-0.3375445529733887
unbelievably,2,0,0,10909,4281,2,0.8966622499109299
mawkish,1,0,0,8509,4282,1,0.32016691786186474
spates,1,0,0,8510,4283,1,0.27064832106803877
liberation,1,0,0,8511,4284,1,0.6805050214831313
limbo,1,0,1,8512,8522,2,-0.024422582966001236
outreach,1,0,0,8513,4285,1,0.5514844278887763
eradicable,1,0,0,8514,4286,1,
gimmickry,1,0,0,8515,4287,1,0.29260917678496673
bedroom,1,0,0,8516,4288,1,0.3804574239134152
defanged,1,0,0,8517,4289,1,
survivors,0,0,1,4097,8523,1,-0.6649672732417001
resilience,1,0,0,8518,4290,1,0.7247432113298107
demonstrations,1,0,0,8519,4291,1,0.6901059924976618
potentially,2,0,3,10910,11795,5,-0.40323887128323
actresses,4,0,1,12059,8524,5,1.1641203606430952
acclaimed,0,0,1,4098,8525,1,-0.7362144347842449
chords,1,0,0,8520,4292,1,0.6699130154613021
analytical,1,0,0,8521,4293,1,0.5766869204176631
illogic,1,0,1,8522,8526,2,-0.025430668248178325
permits,2,0,0,10911,4294,2,0.8964344873404808
contradictory,1,0,1,8523,8527,2,-0.0238740013235525
achingly,3,0,0,11656,4295,3,0.5284186345940666
awfully,1,0,1,8524,8528,2,-0.024606088537390547
hug,0,0,1,4099,8529,1,-0.732325819847998
unaccountable,1,0,0,8525,4296,1,0.5411154606002946
remorse,1,0,0,8526,4297,1,0.6868470966878455
irredeemable,1,0,0,8527,4298,1,0.321041094253763
wryness,1,0,0,8528,4299,1,
embracing,3,0,0,11657,4300,3,1.155219914310031
restraint,0,0,1,4100,8530,1,-0.7410389932660281
waterboy,0,0,2,4101,11089,2,-0.5001840278109455
gilmore,1,0,1,8529,8531,2,-0.023113321947371188
anarchic,0,0,1,4102,8532,1,-0.5174631472611939
formuliac,1,0,0,8530,4301,1,
nicky,1,0,0,8531,4302,1,0.7305473693407312
assault,0,0,1,4103,8533,1,-0.563805006695007
puzzling,0,0,2,4104,11090,2,-0.9055444072791746
ryder,0,0,1,4105,8534,1,-0.7494572028060634
graves,0,0,1,4106,8535,1,-0.7157511195608987
capra,0,0,3,4107,11796,3,-0.8330535098261458
butler,1,0,1,8532,8536,2,-0.018501155846058083
turturro,1,0,1,8533,8537,2,-0.025341681182066575
reappearing,1,0,0,8534,4303,1,0.4049127998094238
sneaky,1,0,0,8535,4304,1,0.7066714313045471
disappearing,1,0,0,8536,4305,1,0.7282637351928071
pillages,0,0,1,4108,8538,1,
rapes,0,0,1,4109,8539,1,-0.7168359191794789
incinerates,0,0,1,4110,8540,1,
fetish,0,0,1,4111,8541,1,-0.47316339367864113
tissue,0,0,2,4112,11091,2,-0.86071829043312
spanish,0,0,1,4113,8542,1,-0.30727493667062616
gnat,0,0,1,4114,8543,1,-0.6741272721804422
racehorse,0,0,1,4115,8544,1,-0.5545878138613803
primer,0,0,1,4116,8545,1,-0.6789595714564087
rejoice,1,0,0,8537,4306,1,0.7290197105136046
wedding,9,0,1,12832,8546,10,1.5966748308647034
suitable,1,0,0,8538,4307,1,0.4180953737186375
requiring,1,0,0,8539,4308,1,0.5192136979174411
goofiness,1,0,0,8540,4309,1,0.3544739540675346
attached,1,0,0,8541,4310,1,0.4010998316082988
naturedness,1,0,0,8542,4311,1,
celebrities,1,0,0,8543,4312,1,0.5464754416757085
consumer,0,0,1,4117,8547,1,-0.25858632488420236
positives,0,0,1,4118,8548,1,-0.7417210316417873
negatives,0,0,1,4119,8549,1,-0.752556252492942
outweigh,0,0,1,4120,8550,1,-0.7340751013935428
surfacing,0,0,1,4121,8551,1,-0.7075736851933319
iq,0,0,2,4122,11092,2,-1.0536846125064114
license,0,0,1,4123,8552,1,-0.23189154066234088
inappropriate,0,0,2,4124,11093,2,-0.997257236145748
fishing,0,0,1,4125,8553,1,-0.3260307493076136
repeating,0,0,1,4126,8554,1,-0.7402303574634201
dimmer,0,0,1,4127,8555,1,-0.698604950346176
dimwitted,0,0,1,4128,8556,1,-0.3451966033855624
vehicles,0,0,1,4129,8557,1,-0.33916784309946546
produces,0,0,1,4130,8558,1,-0.5653134231070108
relegating,1,0,0,8544,4313,1,0.39110468768977974
decorative,1,0,0,8545,4314,1,0.568655377283196
hazy,0,0,1,4131,8559,1,-0.6993349219835906
mccrudden,0,0,1,4132,8560,1,
hustling,0,0,1,4133,8561,1,-0.4954522584176766
italicized,0,0,1,4134,8562,1,-0.6779529033151767
robotically,0,0,1,4135,8563,1,-0.31696261703685946
hounds,0,0,1,4136,8564,1,-0.7410486822649667
inauspicious,0,0,1,4137,8565,1,-0.40288370831211073
tract,0,0,2,4138,11094,2,-1.0354695590037806
whimper,0,0,1,4139,8566,1,-0.5644026893265068
kicks,0,0,2,4140,11095,2,-1.0655582640762058
pretends,1,0,1,8546,8567,2,-0.025054833507346868
exploitive,0,0,2,4141,11096,2,-0.4345736894091108
hustlers,0,0,1,4142,8568,1,-0.5695385292560705
faultlessly,0,0,1,4143,8569,1,-0.29630722617231725
altogether,2,0,1,10912,8570,3,0.4758405522525825
baggage,0,0,1,4144,8571,1,-0.7464687536697353
downplaying,0,0,1,4145,8572,1,-0.44106964687617406
derails,0,0,1,4146,8573,1,-0.4797951625984825
fits,3,0,2,11658,11097,5,0.32570271973489
web,2,0,0,10913,4315,2,0.16935191683611933
corners,3,0,0,11659,4316,3,1.261216345600575
uncompromisingly,1,0,0,8547,4317,1,0.3487456307047118
mouserabove,0,0,1,4147,8574,1,
lift,0,0,1,4148,8575,1,-0.4878001189035824
avenges,0,0,1,4149,8576,1,-0.27452686558584816
purported,0,0,1,4150,8577,1,-0.7223767323355864
hatred,0,0,1,4151,8578,1,-0.7255266515318101
pathologically,0,0,1,4152,8579,1,-0.44758720109950073
groggy,0,0,1,4153,8580,1,-0.5203572158901234
succeeded,1,0,1,8548,8581,2,-0.02132306963970321
implies,2,0,1,10914,8582,3,0.441458172499587
spat,0,0,1,4154,8583,1,-0.7069334937946653
assembly,1,0,1,8549,8584,2,-0.011883892874251503
tinseltown,0,0,2,4155,11098,2,-0.595026476859919
flaw,0,0,1,4156,8585,1,-0.7475067013942879
gel,0,0,2,4157,11099,2,-0.9493170363573117
plateau,1,0,0,8550,4318,1,0.7203915149341374
interrogation,1,0,0,8551,4319,1,0.7282783138817805
uncertain,1,0,2,8552,11100,3,-0.5305730826869347
likability,1,0,0,8553,4320,1,0.24108929527409725
strongest,1,0,0,8554,4321,1,0.6943131524771131
assets,1,0,0,8555,4322,1,0.35791905187834727
noteworthy,1,0,0,8556,4323,1,0.7306835071023182
widget,1,0,0,8557,4324,1,0.6814810785605828
convenience,0,0,1,4158,8586,1,-0.5284277614076862
gayton,0,0,1,4159,8587,1,-0.3830062309196624
telegraphs,0,0,1,4160,8588,1,-0.43073720616707456
grounding,1,0,1,8558,8589,2,-0.023683705318254623
liking,0,0,1,4161,8590,1,-0.7546013233333064
gay,1,0,1,8559,8591,2,-0.005862288114872016
latently,0,0,1,4162,8592,1,-0.33024502267524614
behaviour,0,0,1,4163,8593,1,-0.5014161785002668
baboon,0,0,1,4164,8594,1,-0.6435055660611559
misleading,0,0,1,4165,8595,1,-0.7130893696841076
wheels,1,0,0,8560,4325,1,0.4334485466024096
resent,1,0,0,8561,4326,1,0.727498972162032
souls,2,0,0,10915,4327,2,1.0104315518190106
mouth,2,0,1,10916,8596,3,0.3358391272514034
tackling,1,0,0,8562,4328,1,0.7314650594578131
dished,1,0,0,8563,4329,1,0.5545825421253893
lovingly,2,0,0,10917,4330,2,0.9028086201418056
kibbitzes,1,0,0,8564,4331,1,
meddles,1,0,0,8565,4332,1,
argues,1,0,0,8566,4333,1,0.6581911379135271
eats,2,0,0,10918,4334,2,1.033049061901888
greeks,2,0,0,10919,4335,2,0.9991069823323827
invented,1,0,1,8567,8597,2,-0.021665003755624808
indigestion,0,0,1,4166,8598,1,-0.6597550670009503
souvlaki,0,0,1,4167,8599,1,-0.3767580386124438
bliss,1,0,0,8568,4336,1,0.6879497100778144
lay,2,0,0,10920,4337,2,0.8214154031961439
mediterranean,1,0,1,8569,8600,2,-0.019340368019689864
fondness,1,0,0,8570,4338,1,0.6247667148219828
addams,1,0,0,8571,4339,1,0.6392078182807372
quandaries,1,0,0,8572,4340,1,0.35559353359960416
ouzo,1,0,0,8573,4341,1,0.42897658982495157
whirlwind,1,0,0,8574,4342,1,0.7022096660719476
sitcomyou,0,0,1,4168,8601,1,
regrets,0,0,1,4169,8602,1,-0.747276662822913
ethnic,1,0,3,8575,11797,4,-0.7473848989863534
animal,1,0,3,8576,11798,4,-0.4957951417970233
pronounce,2,0,0,10921,4343,2,0.9163624816441436
gyro,1,0,0,8577,4344,1,0.6500308777030025
boundaries,1,0,0,8578,4345,1,0.54654095986922
vardalos,3,0,0,11660,4346,3,0.3716662762957133
moderadamente,1,0,0,8579,4347,1,
pizzas,1,0,0,8580,4348,1,0.6781390787645949
en,4,0,1,12060,8603,5,0.582342382646587
verla,1,0,0,8581,4349,1,0.37811994906747864
gana,1,0,0,8582,4350,1,0.5270859052082632
pitas,1,0,0,8583,4351,1,0.39535459820805186
menos,1,0,0,8584,4352,1,0.5945176548904793
warmhearted,2,0,0,10922,4353,2,0.3310321359529542
actorsbring,1,0,0,8585,4354,1,
simplicity,3,0,1,11661,8604,4,0.8396740075367262
messy,1,0,2,8586,11101,3,-0.5469498852828516
terribly,1,0,3,8587,11799,4,-0.945175214768301
calories,1,0,0,8588,4355,1,0.6590224930685846
corbett,1,0,0,8589,4356,1,0.7238017886257027
zwick,1,0,1,8590,8605,2,-0.02532366625361749
pollute,0,0,1,4170,8606,1,-0.63604275461965
blockbusters,1,0,1,8591,8607,2,-0.025124157328427293
crackle,0,0,2,4171,11102,2,-0.820562606383762
sluggishly,0,0,1,4172,8608,1,-0.3538757746887763
overbearing,0,0,1,4173,8609,1,-0.5773547145732034
depicts,0,0,1,4174,8610,1,-0.7546110817752858
comparative,1,0,0,8592,4357,1,0.5415203978134789
accuracy,1,0,0,8593,4358,1,0.36185848904576
testify,1,0,0,8594,4359,1,0.7241281266147723
monsoon,1,0,0,8595,4360,1,0.7253954811966529
anachronistic,1,0,0,8596,4361,1,0.5134722848106925
lusty,1,0,0,8597,4362,1,0.6948548520999
evans,1,0,0,8598,4363,1,0.5126812058008278
resort,1,0,0,8599,4364,1,0.3034691617085744
pique,0,0,1,4175,8611,1,-0.7106523190990323
eternal,0,0,1,4176,8612,1,-0.6236351546059683
indifference,0,0,1,4177,8613,1,-0.7443364571404336
amateurishness,0,0,1,4178,8614,1,
contenders,1,0,2,8600,11103,3,-0.5829404535356958
marries,0,0,1,4179,8615,1,-0.700832069050774
uniquely,1,0,0,8601,4365,1,0.6994796950517058
overexposed,1,0,1,8602,8616,2,-0.025384287416650223
redolent,1,0,0,8603,4366,1,0.4199406877212706
glibly,0,0,1,4180,8617,1,-0.366817260349769
bom,0,0,1,4181,8618,1,-0.7336811316746252
sendo,0,0,1,4182,8619,1,-0.7549391359494867
frustrado,0,0,1,4183,8620,1,
tempo,0,0,1,4184,8621,1,-0.7207389650303869
instante,0,0,1,4185,8622,1,-0.38798834357498463
explicados,0,0,1,4186,8623,1,
levar,0,0,1,4187,8624,1,-0.4768647235925526
partir,1,0,1,8604,8625,2,-0.024994620411064396
colocar,0,0,1,4188,8626,1,-0.3666149812333173
andamento,0,0,1,4189,8627,1,
roteiro,0,0,1,4190,8628,1,
depois,0,0,1,4191,8629,1,-0.42243209599427356
perde,0,0,1,4192,8630,1,
pelo,0,0,2,4193,11104,2,-0.8073596340556454
trama,0,0,1,4194,8631,1,-0.41339682902537295
acontecimentos,0,0,1,4195,8632,1,
estranhos,0,0,1,4196,8633,1,
relevancy,0,0,1,4197,8634,1,-0.7361556625890817
realistic,3,0,1,11662,8635,4,0.7786387476493777
labelled,0,0,1,4198,8636,1,-0.751255893887511
unholy,0,0,1,4199,8637,1,-0.7070154425420992
crummy,0,0,1,4200,8638,1,-0.5470195745318608
collage,2,0,1,10923,8639,3,0.5007371290258439
koyaanisqatsi,1,0,0,8605,4367,1,0.38723873527335145
powaqqatsi,1,0,0,8606,4368,1,0.3210723342245048
naqoyqatsi,2,0,1,10924,8640,3,0.5361463430071487
virtuosity,0,0,2,4201,11105,2,-0.6680473163515513
reggio,6,0,4,12499,12156,10,0.5701544212230713
squeezed,2,0,0,10925,4369,2,0.9657468668686098
commercialism,2,0,0,10926,4370,2,0.6384438503900906
godfrey,2,0,0,10927,4371,2,0.965873221988481
detriment,0,0,2,4202,11106,2,-0.9203728867967891
polemical,0,0,2,4203,11107,2,-0.5702862285761628
continual,1,0,0,8607,4372,1,0.7314250217688842
curtains,1,0,0,8608,4373,1,0.6960992609542628
essay,1,0,0,8609,4374,1,0.5166454081155316
cd,0,0,1,4204,8641,1,-0.15739130320658185
intoxicating,1,0,0,8610,4375,1,0.6579675086473167
siblings,1,0,1,8611,8642,2,-0.02270625936117924
qatsi,1,0,1,8612,8643,2,-0.025505838769883972
entrancing,1,0,0,8613,4376,1,0.42590244927820214
truths,1,0,0,8614,4377,1,0.7190014781158066
grain,1,0,0,8615,4378,1,0.540389612337985
spellbinding,1,0,0,8616,4379,1,0.5539294970038902
directly,0,0,1,4205,8644,1,-0.2774261584199851
monitor,0,0,1,4206,8645,1,-0.315454422709121
extensive,1,0,2,8617,11108,3,-0.3803381170628905
jagged,0,0,1,4207,8646,1,-0.7324504102938232
scorns,0,0,1,4208,8647,1,-0.3781516160896187
divining,1,0,0,8618,4380,1,0.4664939016372359
saturation,1,0,0,8619,4381,1,0.7260462881828961
composition,1,0,0,8620,4382,1,0.46357379615718347
opted,0,0,1,4209,8648,1,-0.7547954037348424
anew,1,0,0,8621,4383,1,0.7118028110896706
reigns,0,0,1,4210,8649,1,-0.7210253888628004
psychedelic,2,0,0,10928,4384,2,0.9885899361375337
theory,1,0,0,8622,4385,1,0.28605188867579945
ad,0,0,3,4211,11800,3,-0.682728144980889
tyco,0,0,1,4212,8650,1,-0.7393273203527851
ma,1,0,0,8623,4386,1,0.2660077978956419
startle,0,0,1,4213,8651,1,-0.5628018770578459
forward,2,0,2,10929,11109,4,-0.017763577688997043
stringently,0,0,1,4214,8652,1,-0.4057599753650573
stifled,0,0,1,4215,8653,1,-0.5929181966349388
prevalence,0,0,1,4216,8654,1,-0.6912230268918296
trippy,1,0,1,8624,8655,2,-0.025229268688929357
nike,0,0,2,4217,11110,2,-0.9176706612745626
purest,2,0,0,10930,4387,2,0.822021563504046
dirgelike,0,0,1,4218,8656,1,
languorous,0,0,1,4219,8657,1,-0.32008219116265224
rhapsodize,0,0,1,4220,8658,1,
baring,0,0,1,4221,8659,1,-0.6358034371620394
lullaby,0,0,1,4222,8660,1,-0.7393577052634577
fang,0,0,1,4223,8661,1,-0.7432632295462454
repetition,0,0,1,4224,8662,1,-0.7531065691479486
composed,1,0,3,8625,11801,4,-0.8292372684423894
frighteningly,2,0,0,10931,4388,2,0.5956600817147918
prewarned,0,0,1,4225,8663,1,
wire,1,0,0,8626,4389,1,0.3538892147758835
amaze,2,0,0,10932,4390,2,0.9011345883684705
eyebrows,0,0,1,4226,8664,1,-0.7433812614171819
pounds,1,0,0,8627,4391,1,0.44439483124460555
liotta,3,0,1,11663,8665,4,0.9171431617565096
tops,1,0,0,8628,4392,1,0.5163374552770104
prizes,1,0,0,8629,4393,1,0.5897382485347681
patric,2,0,0,10933,4394,2,0.6263347201032143
fooled,1,0,0,8630,4395,1,0.7287956915061418
hades,1,0,0,8631,4396,1,0.6702058061603657
amazingly,2,0,1,10934,8666,3,0.5069004713926738
medium,2,0,1,10935,8667,3,0.25277765931166774
renegade,1,0,0,8632,4397,1,0.7310406163573739
manual,1,0,0,8633,4398,1,0.2875618119735332
lapses,1,0,0,8634,4399,1,0.6409689627944443
grimy,2,0,0,10936,4400,2,0.5891859499828178
carnahan,1,0,1,8635,8668,2,-0.02522239770779592
unanswered,1,0,0,8636,4401,1,0.7304692774489695
resolved,1,0,0,8637,4402,1,0.5359449171770144
pyrotechnics,0,0,1,4227,8669,1,-0.5965443889562431
outpaces,1,0,0,8638,4403,1,0.40612226478710906
contemporaries,1,0,0,8639,4404,1,0.7051248616123273
shootings,1,0,0,8640,4405,1,0.6781456412983465
beatings,1,0,0,8641,4406,1,0.6533161797951093
buoy,1,0,0,8642,4407,1,0.7176807374593475
undo,0,0,1,4228,8670,1,-0.6439569397289043
badge,1,0,0,8643,4408,1,0.6235349938594884
zips,1,0,0,8644,4409,1,0.6923585240977312
heralds,1,0,0,8645,4410,1,0.6205095887806359
doughnut,1,0,0,8646,4411,1,0.6164501929780841
rubs,1,0,0,8647,4412,1,0.6994734986612096
caffeine,1,0,0,8648,4413,1,0.7152469174363218
copmovieland,1,0,0,8649,4414,1,
routes,1,0,0,8650,4415,1,0.5512461440850719
deflated,1,0,0,8651,4416,1,0.6190178037827361
foundation,0,0,1,4229,8671,1,-0.2639374965910985
tucked,2,0,0,10937,4417,2,0.9662707109225723
traps,1,0,1,8652,8672,2,-0.02164727619476108
subgenre,1,0,0,8653,4418,1,0.5769861516891458
